,transcipt,speakers,file,batch,start,end,start_rounded,end_rounded,log_mean_pitch,log_stdev_pitch,pitch_rate_of_change_log_variance,pitch_2_percentile,pitch_25_percentile,pitch_50_percentile,pitch_75_percentile,pitch_98_percentile,word_count,duration
51,"Suppose that Leocal and the Ninth Circuit decision, Trinidad -- Trinidad Aquino, had not been decided, but everything else about this case is the same. Could your client have moved to dismiss the indictment in this case on the grounds that the prior removal order was invalid for the reasons that were later -- later accepted and that would later be accepted in Leocal and -- and the Ninth Circuit decision?",Samuel_A_Alito_Jr,20-437,10,2014.37,2052.125,2014,2052,5.155893832347257,0.5180572261623211,0.002143851816722457,122.05264192746294,136.9994584594705,151.1349012203898,178.6955271983718,1835.5939434181112,71,37.75500000000011
52,"Well, what it says is, in a criminal proceeding under this section, an alien may not challenge the validity of the deportation order, and then it provides some exceptions. You are challenging the validity of the deportation order. You think it's open and shut, and it probably is open and shut, but, nevertheless, you're challenging it, are you not?",Samuel_A_Alito_Jr,20-437,11,2163.09,2183.445,2163,2183,5.131396653254931,0.24253756514616884,0.0012497365687773809,129.07340944296178,142.03613819916805,156.9178572847897,173.60841241450115,307.5236204618021,59,20.355000000000018
53,"Counsel, can you go on -- you disputed Ms. Ross's argument about a motion to reopen. And I do know that there's a time limit there. But she mentioned other ways of you attacking or getting this revoked. I don't see that issue in the briefs before us or in the briefs more adequately spelled out for us to really consider that issue fully. But I think the essence of Lewis and other cases that rely on prior convictions, even if they're void or voidable, is that there is a way that a person can challenge that prior conviction independent of committing the crime that says don't possess a gun. You -- if you were a convicted felon and if you think the felony is void or voidable, you should go back and get it voided. And Ms. Ross's argument is don't reenter the country until you get your removal order voided. So please answer the first question. Do you dispute that all the other mechanisms are unavailable to you, and where in the record do I look at that being resolved by the court below?",Sonia_Sotomayor,20-437,12,2218.75,2309.305,2219,2309,5.50249332065665,0.18254686416351215,0.002159520969270823,187.14677540918822,217.47308447763714,239.91170118635668,264.6655079380657,413.1040768588741,186,90.55499999999984
54,"Mr. Garcia, assuming we are in Section 1326(d) and the question is one of availability, I had understood your brief to be making the argument that this is essentially a misrepresentation case, as described in Ross, so that even if there was an administrative remedy on the books, it wasn't truly available. But, as you talked about it today, it -- it strikes me that you're not talking about any kind of misrepresentation, that you're instead talking about what Ross's second category is, which is that the administrative scheme is so opaque -- so opaque that it becomes incapable of use. Now am I reading you right now?",Elena_Kagan,20-437,13,2432.55,2477.37999995,2433,2477,5.526902378332288,0.21004209215306835,0.001984794258484549,188.40537133714528,218.73289323986043,238.52991146631203,271.6362851094592,439.99999999999994,108,44.82999995
55,"Well, Ross was talking about misrepresentations as to what kind of procedure was available, and, similarly, in terms of what's opaque and what's not, Ross was talking about, you know, procedural schemes that are opaque. And you're sort of taking both of those and -- and converting it into a context where we're talking about substantive law, and I'm wondering whether that's an appropriate thing to do.",Elena_Kagan,20-437,14,2515.0,2546.32,2515,2546,5.516311343099356,0.19485661631867846,0.0025830967002681035,190.41804342135148,216.22053167995523,239.91170118635668,273.99891691894106,421.6904545536832,67,31.320000000000164
56,"Mr. Garcia, I'd like to go back to the colloquy you were just having with Justice Kagan. So I take you to be saying that, and I think everybody, I was about to say, in this room, but on this call, can sympathize with your point that the categorical approach can be opaque and confusing, but does that then mean that availability under 1326(d) varies according to the difficulty of the law that underlay the initial conviction?",Amy_Coney_Barrett,20-437,15,2630.39,2657.27499995,2630,2657,5.579094413956146,0.17003821532586175,0.002421114819026633,210.06515286029162,235.7901617579845,254.17759331190004,282.02769802256034,416.076794882447,77,26.884999950000292
57,"Counsel, you just said that the -- your theory applies regardless of the merits of the federal officer or the federal civil rights basis for removal. But what if the -- those bases are frivolous, that everybody who wants to keep their case in federal court will put in as many grounds for removal as they can, and they have to -- all they have to do is tack on one of these federal officer or federal civil rights grounds? Is that right?",John_G_Roberts_Jr,19-1189,0,135.64,161.2,136,161,5.183795631008272,0.27104300723297625,0.0010245339868018809,141.8307339283537,154.66751207845843,163.86452094349724,182.87233715141332,490.6427982506557,83,25.560000000000002
58,"-- what if it's beyond frivolous? What if the court of appeals just says, you know, I think we ought to look at this, and if they're -- it turns out they're wrong about the federal officer basis, we'll just send it back and we don't have to consider all these other possible grounds?",John_G_Roberts_Jr,19-1189,1,188.52,202.8,189,203,5.294993499279578,0.25250545795650003,0.0008247924024764341,144.21015183045049,170.6259238017108,197.13312122062953,216.22053167995523,490.2765727285131,54,14.280000000000001
59,"Thank you, Mr. Chief Justice. Mr. Shanmugam, the -- I'd like to -- I may have missed your last point. Did you say that even if the order or the bases offered by the moving party is frivolous, that it would still have to be considered?",Clarence_Thomas,19-1189,2,238.56,263.28,239,263,6.554442779986531,0.22109759168626072,0.0024013671320730063,506.01455440497085,565.69387079018,825.8392138561403,859.9007722221364,879.9999999999999,46,24.71999999999997
60,"Just so -- just that I -- just so that I'm clear, you're saying that the courts -- once the order is appealed, that the appellate courts have no discretion to consider grounds that were not the basis for the removal -- for the appeal?",Clarence_Thomas,19-1189,3,334.68,353.92,335,354,6.091973330766506,0.9966839918261583,0.0006088719878701232,98.56656061031477,109.2089705246523,859.9007722221364,879.9999999999999,954.2301890428516,45,19.24000000000001
61,"Well, one concern would be that if you are right, that in considering removal, a defendant will add grounds, federal officer or civil rights. There are -- there's a big difference between frivolous and meritorious. It's called uncertainty and possible and who knows. So they'll add, on those grounds, it will get over to the federal court. The federal court will say that it -- it's not frivolous, but it's wrong, and, therefore, they will appeal on everything. And that means added time, added delay, in a statute, the point of which, no appeal, is to cut down on the time and delay caused by appeal.",Stephen_G_Breyer,19-1189,4,381.92,428.76,382,429,5.179958057543188,0.1834487984184234,0.0014075636782091626,124.21684949358908,153.77669275969214,187.14677540918822,201.74088950502764,241.92462086726985,106,46.839999999999975
62,"-- I'm only saying, is there -- the evidence point I've got, that's a good point. The -- the -- is there anything else to say in -- in the ground where you're a lawyer in your office and you say, ah, this isn't really much, ah, blah blah blah, but we better stick it in in case we want an appeal. You're not saying it's nothing.",Stephen_G_Breyer,19-1189,5,457.08,474.08,457,474,5.330042093609939,0.29435679529577474,0.0010441217459333475,139.3941668115768,161.28266401327855,198.84939976428348,244.1052838549259,489.0639447503363,67,17.0
